edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
48,1,1.75,24.6,75.3,5.5,3.8,2.2,3.5,3.9,9288,4,67,8.2,1.4,124.0,37.0,5.4,2.5,2.3,6.0,60.0,82.51,22.22
43,1,1.79,18.3,58.7,5.7,3.9,1.6,5.1,5.6,5655,3,33,7.0,2.4,82.8,31.7,5.0,1.3,1.88,2.2,60.0,96.99,80.0
30,1,1.63,26.9,71.4,4.8,3.6,2.8,5.7,6.3,7229,4,48,5.8,3.3,83.1,26.2,6.3,1.8,3.12,0.6,60.0,88.87,40.0
22,1,1.65,24.6,67.0,4.7,3.7,2.3,2.6,2.9,8901,4,63,6.8,2.5,91.4,30.7,1.7,2.4,2.59,6.1,60.0,100.0,63.33
18,1,1.6,28.9,73.9,5.9,3.9,1.5,6.6,7.3,8990,4,64,5.6,3.5,82.9,25.2,5.8,2.4,1.76,4.8,60.0,64.51,86.67
47,1,1.84,26.8,90.8,4.9,3.7,2.5,5.2,5.7,6849,3,44,7.0,2.4,127.7,31.6,2.8,1.7,2.57,4.3,60.0,86.49,34.44
50,0,1.64,26.0,69.9,5.4,3.9,1.7,6.3,6.9,6991,3,46,9.4,0.5,131.0,42.2,3.4,1.7,2.73,4.0,60.0,100.0,62.22
64,0,1.65,20.5,55.7,5.8,3.1,5.5,3.0,3.3,5760,2,34,6.8,2.6,75.9,30.7,3.5,1.3,2.66,6.8,15.1,36.14,50.0
44,0,1.53,24.9,58.4,3.2,2.9,6.5,3.8,4.2,5756,2,34,9.9,0.1,115.8,44.6,5.3,1.3,1.72,0.0,60.0,97.81,71.11
54,0,1.62,21.9,57.4,5.5,2.6,7.9,6.6,7.3,3933,2,17,6.0,3.2,69.1,27.1,2.7,0.7,3.07,5.8,60.0,91.48,30.0
45,1,1.74,24.1,73.0,5.3,3.1,5.6,3.0,3.3,3726,2,15,8.4,1.2,123.2,38.0,5.1,0.6,2.77,2.4,60.0,90.75,42.22
34,0,1.6,24.1,61.6,5.3,2.8,7.0,3.0,3.3,6197,2,38,4.6,4.3,56.4,20.6,4.5,1.5,4.0,2.8,60.0,92.78,73.33
53,1,1.78,19.8,62.7,3.8,2.8,7.0,4.8,5.3,6488,2,41,8.5,1.2,107.0,38.4,3.0,1.6,2.77,0.7,60.0,74.26,25.56
20,1,1.86,28.9,100.1,5.9,2.7,7.3,5.6,6.2,2996,2,9,8.9,0.9,178.9,40.2,1.4,0.3,2.0,0.2,60.0,52.08,30.0
52,1,1.63,25.0,66.3,5.0,3.0,6.1,4.0,4.4,5479,2,32,7.4,2.0,98.7,33.5,2.8,1.2,2.59,2.7,60.0,78.91,5.56
40,0,1.55,22.3,53.6,4.3,2.9,6.3,6.0,6.6,4776,2,25,9.0,0.8,96.8,40.6,4.7,1.0,3.59,2.3,60.0,100.0,93.33
24,1,1.64,26.2,70.4,4.5,3.2,4.8,7.9,8.7,2541,2,4,8.6,1.2,120.5,38.5,1.5,0.2,2.54,4.7,60.0,73.3,25.56
59,1,1.81,18.3,60.0,5.8,2.8,6.9,4.2,4.6,5956,2,36,4.4,4.4,53.4,20.0,5.9,1.4,2.6,1.7,60.0,61.66,7.78
58,1,1.77,24.5,76.7,5.5,3.1,5.4,6.1,6.7,4997,2,27,7.9,1.7,121.4,35.6,3.7,1.0,2.8,1.3,60.0,53.61,63.33
22,1,1.69,26.1,74.6,5.2,2.9,6.7,7.8,8.6,3994,2,18,7.6,1.9,113.0,34.1,1.1,0.7,1.32,3.9,60.0,35.45,37.78
51,1,1.7,19.9,57.6,5.6,3.1,5.3,7.8,8.6,5361,2,31,10.0,0.0,115.2,45.0,5.7,1.2,2.32,4.8,0.0,66.9,17.78
37,1,1.64,26.2,70.3,4.2,2.9,6.7,2.1,2.3,7570,3,51,6.1,3.1,86.3,27.6,7.5,1.9,2.85,0.0,60.0,76.54,64.44
62,1,1.76,23.5,72.8,5.8,3.0,6.2,4.5,5.0,5016,2,27,7.6,1.9,110.9,34.3,7.0,1.0,2.8,7.2,60.0,100.0,2.22
56,0,1.59,21.1,53.3,5.4,3.2,4.9,2.5,2.8,4394,2,22,8.5,1.2,91.1,38.4,2.8,0.8,3.44,0.0,60.0,100.0,50.0
31,1,1.68,23.9,67.4,4.7,3.2,5.0,5.2,5.7,7205,3,48,7.2,2.3,96.6,32.2,5.0,1.8,1.35,2.5,60.0,90.4,70.0
54,1,1.74,23.5,71.1,5.9,2.9,6.6,3.7,4.1,5551,2,32,6.6,2.7,93.4,29.6,6.6,1.2,2.74,0.0,60.0,49.56,85.56
23,0,1.61,24.7,63.9,5.2,3.0,5.9,4.8,5.3,2378,2,3,8.3,1.4,105.5,37.2,6.2,0.1,2.43,2.0,60.0,44.46,35.56
25,1,1.68,23.1,65.1,5.7,3.2,5.0,6.5,7.2,5302,2,30,7.6,1.9,99.0,34.2,2.7,1.1,2.42,2.4,60.0,74.6,58.89
18,1,1.7,23.6,68.1,5.4,2.9,6.3,3.6,4.0,5956,2,36,8.2,1.5,111.1,36.7,3.9,1.4,3.17,5.3,60.0,94.17,87.78
47,1,1.76,18.0,55.8,6.1,3.0,6.2,2.9,3.2,5047,2,28,6.5,2.8,72.3,29.1,7.9,1.1,1.95,0.4,60.0,51.41,20.0
41,0,1.74,23.1,69.9,4.7,3.2,5.0,3.0,3.3,6884,2,45,4.9,4.1,68.1,21.9,1.4,1.7,2.79,0.0,60.0,80.92,58.89
36,1,1.74,27.8,84.2,4.3,2.8,7.0,5.5,6.1,4332,2,21,10.0,0.0,168.4,45.0,6.0,0.8,1.77,0.0,60.0,76.91,85.56
52,1,1.76,22.6,69.9,4.4,2.8,7.0,6.9,7.6,7346,3,49,4.2,4.6,59.2,19.0,2.5,1.9,2.55,0.0,60.0,84.3,36.67
23,1,1.69,26.5,75.8,5.8,3.0,6.2,3.0,3.3,3942,2,17,7.5,2.0,114.0,33.9,2.6,0.7,1.87,0.4,0.0,41.93,24.44
20,0,1.57,19.4,47.8,5.7,3.2,5.0,4.4,4.8,3806,2,16,10.0,0.0,95.6,45.0,5.9,0.6,2.85,0.0,60.0,69.95,38.89
40,1,1.75,22.9,70.3,4.2,2.7,7.3,7.4,8.1,4628,2,24,9.4,0.5,132.4,42.4,5.8,0.9,2.82,1.5,60.0,80.07,45.56
39,1,1.71,22.3,65.1,4.4,2.9,6.4,7.4,8.1,6388,2,40,7.1,2.3,92.2,31.9,5.8,1.5,2.79,0.0,60.0,100.0,92.22
49,1,1.6,23.4,59.9,4.6,2.9,6.4,3.3,3.6,5652,2,33,4.6,4.3,55.6,20.9,5.9,1.3,2.36,4.8,60.0,73.46,75.56
52,1,1.68,27.2,76.8,4.9,3.0,6.2,4.0,4.4,5960,2,36,7.3,2.2,112.1,32.8,6.6,1.4,2.63,0.0,60.0,72.89,87.78
34,0,1.61,24.5,63.6,5.3,2.9,6.7,5.1,5.6,5439,2,31,7.1,2.3,90.1,31.9,3.9,1.2,2.32,3.9,60.0,52.07,77.78
45,1,1.66,27.9,76.8,5.5,2.7,7.3,2.8,3.1,2689,2,6,8.4,1.3,128.3,37.6,1.0,0.2,1.51,10.0,60.0,40.95,26.67
58,0,1.72,18.0,53.3,4.6,3.1,5.6,2.4,2.6,5315,2,30,4.0,4.8,42.8,18.1,4.0,1.1,1.11,3.0,60.0,35.25,23.33
45,1,1.73,20.7,61.9,3.8,3.2,5.0,6.6,7.3,5229,2,29,10.0,0.0,123.8,45.0,4.9,1.1,1.81,6.5,60.0,87.48,5.56
32,1,1.8,28.8,93.2,5.0,3.0,5.8,2.1,2.3,6513,2,41,6.3,2.9,117.8,28.4,3.0,1.6,3.17,0.0,60.0,73.03,10.0
49,1,1.72,19.6,58.1,4.7,2.9,6.5,3.9,4.3,4571,2,23,5.9,3.3,68.4,26.5,2.6,0.9,3.01,8.7,0.0,40.75,16.67
32,1,1.71,24.2,70.8,5.1,3.1,5.6,5.1,5.6,5148,2,29,5.4,3.7,76.1,24.2,5.8,1.1,3.61,7.6,60.0,72.6,38.89
51,1,1.63,26.8,71.1,5.0,2.8,6.8,4.2,4.6,3804,2,16,6.5,2.8,92.2,29.2,6.0,0.6,2.86,0.7,60.0,84.6,20.0
53,1,1.7,24.4,70.5,5.3,3.0,6.1,5.4,5.9,6353,2,40,8.9,0.9,125.0,39.9,4.5,1.5,3.58,0.0,60.0,100.0,20.0
23,0,1.62,22.9,60.1,5.8,3.0,6.0,3.8,4.2,5774,2,34,7.6,1.9,90.9,34.0,4.1,1.3,2.4,5.0,60.0,63.5,20.0
54,1,1.6,26.6,68.0,5.0,3.0,6.1,7.4,8.1,4935,2,27,6.6,2.7,90.1,29.8,5.8,1.0,2.87,4.8,60.0,65.36,60.0
37,1,1.66,20.3,56.0,5.1,3.0,5.8,7.7,8.5,6468,2,41,3.4,5.3,40.0,15.3,3.3,1.5,2.46,0.0,60.0,58.53,78.89
50,0,1.6,23.4,59.8,4.7,2.9,6.6,6.3,6.9,2101,2,0,7.9,1.7,94.1,35.4,4.4,0.0,3.21,0.0,60.0,77.82,74.44
49,1,1.73,18.5,55.4,4.4,3.1,5.6,6.8,7.5,3328,2,12,4.7,4.2,52.6,21.4,4.2,0.5,0.96,5.0,0.0,21.07,68.89
47,1,1.73,28.9,86.6,6.0,2.7,7.3,3.5,3.9,4507,2,23,8.9,0.9,154.8,40.2,1.4,0.9,1.17,1.9,60.0,72.42,44.44
41,1,1.66,25.7,70.8,5.7,3.2,5.0,2.5,2.8,6036,2,37,7.3,2.2,102.9,32.7,6.0,1.4,1.24,2.7,44.2,50.14,26.67
32,1,1.73,23.8,71.3,4.6,3.1,5.6,2.7,3.0,5166,2,29,5.7,3.4,81.9,25.8,1.0,1.1,2.36,0.0,0.0,33.53,60.0
26,0,1.61,23.1,59.9,6.0,3.1,5.6,5.9,6.5,3812,2,16,4.5,4.4,54.3,20.4,5.8,0.6,1.96,0.0,60.0,62.51,32.22
39,1,1.5,20.8,46.8,5.1,2.8,7.2,7.0,7.7,4344,2,21,7.1,2.4,66.0,31.7,2.7,0.8,2.07,0.0,60.0,56.64,31.11
37,1,1.67,21.7,60.4,4.8,3.0,6.1,3.1,3.4,5065,2,28,8.5,1.2,102.4,38.1,3.8,1.1,1.99,4.9,60.0,96.32,36.67
56,1,1.78,23.4,74.3,4.6,2.6,7.8,3.5,3.9,4732,2,25,9.7,0.2,144.3,43.7,6.2,0.9,3.3,4.3,60.0,100.0,92.22
58,1,1.58,24.1,60.1,4.7,2.9,6.4,4.5,5.0,4098,2,19,6.6,2.7,79.2,29.7,5.3,0.7,1.4,6.3,60.0,100.0,84.44
60,0,1.63,20.1,53.4,5.6,2.9,6.3,3.6,4.0,5445,2,31,5.5,3.6,58.7,24.8,2.6,1.2,2.55,1.4,60.0,86.39,64.44
36,1,1.81,29.1,95.3,5.7,3.1,5.4,5.3,5.8,4812,2,25,4.1,4.8,77.4,18.3,3.9,1.0,2.48,1.2,60.0,63.16,93.33
60,1,1.65,18.8,51.1,5.1,3.3,4.7,6.1,6.7,5182,2,29,10.0,0.0,102.2,45.0,5.0,1.1,2.79,2.0,60.0,100.0,36.67
50,1,1.7,20.7,59.8,4.2,3.2,5.2,4.7,5.2,4841,2,26,6.4,2.9,76.0,28.6,2.0,1.0,1.61,4.6,60.0,60.06,62.22
58,1,1.61,21.4,55.4,5.5,3.1,5.4,4.7,5.2,6296,2,39,7.4,2.1,82.2,33.4,3.1,1.5,2.54,3.0,60.0,95.01,21.11
26,1,1.81,28.5,93.3,5.6,3.1,5.3,6.7,7.4,6578,2,42,7.8,1.7,146.5,35.3,7.1,1.6,2.37,10.0,60.0,78.94,27.78
47,1,1.69,24.5,69.8,4.1,3.1,5.5,4.7,5.2,3475,2,13,7.0,2.4,97.0,31.3,4.2,0.5,4.0,7.0,60.0,48.61,13.33
50,1,1.7,23.1,66.8,4.9,2.9,6.7,2.1,2.3,6561,2,42,9.3,0.5,124.7,42.0,3.8,1.6,1.51,3.5,60.0,100.0,20.0
39,0,1.71,22.5,65.7,5.6,2.9,6.7,7.3,8.0,5320,2,30,3.5,5.2,45.8,15.7,3.6,1.1,2.34,6.5,60.0,43.13,53.33
37,1,1.75,20.9,64.1,4.5,3.3,4.6,7.8,8.6,5312,2,30,2.5,6.0,40.0,11.3,3.6,1.1,2.75,4.6,60.0,14.23,95.56
40,1,1.64,26.8,72.0,5.0,3.0,5.9,7.8,8.6,5295,2,30,3.8,5.0,54.6,17.1,6.3,1.1,2.9,0.0,0.0,37.68,58.89
54,0,1.57,27.2,67.0,5.3,3.1,5.3,2.5,2.8,5645,2,33,6.7,2.6,89.7,30.1,7.0,1.3,2.57,2.3,60.0,54.79,7.78
29,1,1.73,30.5,91.2,5.7,3.0,6.1,2.8,3.1,5572,2,32,6.6,2.7,120.8,29.8,7.3,1.2,3.21,8.4,60.0,100.0,37.78
55,1,1.66,22.6,62.3,5.7,3.1,5.4,7.2,7.9,4552,2,23,7.7,1.9,95.4,34.4,6.1,0.9,2.27,1.7,60.0,66.44,7.78
20,1,1.55,24.4,58.6,4.7,2.8,7.1,3.0,3.3,3318,2,12,7.1,2.3,83.1,31.9,5.3,0.5,1.15,2.7,60.0,68.86,40.0
63,1,1.7,25.0,72.1,4.3,2.9,6.4,2.9,3.2,5483,2,32,10.0,0.0,144.2,45.0,4.6,1.2,3.16,3.6,60.0,60.28,46.67
41,0,1.52,25.0,57.9,4.1,2.9,6.7,3.2,3.5,6194,2,38,6.3,3.0,73.1,28.4,6.6,1.5,1.44,10.0,60.0,40.5,21.11
60,1,1.81,25.5,83.4,5.1,3.0,6.0,4.4,4.8,2777,2,7,5.4,3.7,90.0,24.3,5.7,0.3,3.37,1.3,60.0,51.97,36.67
53,0,1.63,26.0,69.0,4.5,3.3,4.6,3.7,4.1,2676,2,6,3.4,5.2,47.5,15.5,6.0,0.2,3.21,1.2,60.0,80.56,70.0
44,0,1.56,31.4,76.4,5.4,3.1,5.3,5.2,5.7,3899,2,17,3.5,5.2,53.7,15.8,5.5,0.7,1.57,0.8,60.0,62.88,81.11
33,1,1.65,19.9,54.2,5.5,3.2,5.2,4.6,5.1,5235,2,29,3.6,5.1,40.0,16.4,6.0,1.1,2.44,10.0,60.0,59.67,61.11
57,1,1.57,21.4,52.7,4.8,2.9,6.4,4.1,4.5,6622,2,42,6.0,3.2,63.3,27.0,3.4,1.6,2.86,3.1,60.0,78.22,14.44
39,1,1.62,22.1,58.0,4.7,3.2,4.9,5.6,6.2,3931,2,17,6.5,2.8,75.6,29.3,3.4,0.7,3.39,3.8,60.0,74.4,52.22
55,0,1.69,22.7,64.8,5.3,2.7,7.4,4.8,5.3,4758,2,25,9.5,0.4,123.6,42.9,7.0,1.0,2.86,0.0,60.0,86.12,84.44
34,1,1.86,21.2,73.4,4.3,2.8,7.1,2.2,2.4,7140,2,47,7.5,2.0,109.4,33.5,6.6,1.8,2.7,0.0,60.0,100.0,41.11
41,1,1.75,29.2,89.3,4.4,2.6,8.2,3.8,4.2,4311,2,21,8.6,1.1,154.1,38.8,3.4,0.8,2.58,1.2,60.0,82.79,62.22
27,1,1.75,23.09141512392633,69.4680127150076,7.3001804783225825,3.688112943278243,3.0244824056730817,1.6093461479413045,4.051136161266914,1874,2,15,2.57347803621321,5.951759189945131,86.22233548343159,20.19809209268365,2.33817236209041,1.0935018684504092,1.8711061305675143,0.2368750784082499,0.0,48.51380120522909,64.80029635605499
27,1,1.75,22.94454129093642,69.75525636447685,7.489016535469612,3.4690941035862397,3.7858360889184466,1.8943599348535312,4.212923674221339,2146,2,17,3.2154105015039414,6.4566590403481845,76.74867986892308,18.463271812785386,1.7558681815256367,1.123195884515099,2.169345843908134,0.1886052542345125,0.0,41.70207513723504,67.6023711512988
27,1,1.75,23.222976251361032,70.73452341464416,6.733796117084522,3.546432264613344,4.058342904570364,2.065606579018704,4.348571511179276,2089,2,18,3.0337895347444457,5.715647759475993,85.05030580670832,15.628532540433,1.9040986350928095,0.9059254691414409,1.9041683227634987,0.17248577487733163,3.0,41.536675537227026,68.87311341836592
27,1,1.75,22.495139068515257,70.03209197601137,7.065101226042002,3.6172444662718557,4.355613289896428,2.2380041705599774,3.8605099711006248,1815,2,19,2.9043478375591927,5.089725470664831,70.93370228797215,17.241643141995166,2.1491482232161294,1.028485147214113,2.1035728031101653,0.1572747353663466,0.0,47.502361575869344,63.76261384111905
27,1,1.75,23.137032571267223,69.77045924714668,6.8547784613739715,3.4236524212003343,3.4020801772054803,2.1460917442356746,3.8122390639189105,2005,2,17,3.223265588014972,5.866154043589114,79.21211612392462,18.73010506386754,1.9760845367280804,0.662533113208394,1.782933129136537,0.06773003876455977,0.0,46.59909690689375,61.378083778559756
27,1,1.75,22.886551233788182,71.33938263822886,6.85749441157543,3.6475031136934173,3.5331911599950616,1.938368732639711,3.6199911780357676,1864,2,19,2.1363397884038258,5.773769457418343,81.90188481865822,18.217550132909615,1.5661826436834636,1.014425901542774,1.9205760936404297,0.2232676211354704,0.0,51.40711556528366,64.0425774901079
27,1,1.75,22.69295075221344,70.44342050796504,7.087998673588706,3.7718375150480874,4.417555622957289,2.107061317744853,4.585321156487825,1524,2,12,2.5367120292972376,5.444076078737693,68.98651081954952,21.905452840443214,1.933333190870368,0.7058387410994684,1.8476631378188688,0.23135138474501954,2.0,52.986923566767146,76.65544986402932
27,1,1.75,23.1243228299828,69.5083695039745,6.147181487707476,3.553542292468767,3.593529452344837,1.8753928219460945,3.7551612803760768,1944,2,20,3.0785242837226723,5.536546065184524,71.7147699773935,14.97595116588693,1.8541076272780008,0.9892434898363359,2.2651894870369826,0.2130274521472886,2.0,43.00281760584339,60.2602249343319
27,1,1.75,22.71046497133029,69.7198191483714,7.851387892974066,3.3357226641551225,4.419244601868172,1.729121846573892,4.372629205149698,2154,2,14,2.979618736932283,5.338084921828243,83.56857761185664,18.63504955897766,1.6323182708698256,0.744412485136076,2.025888187658318,0.3579091256410435,0.0,44.52544669556047,66.14330455841016
27,1,1.75,23.391800522512046,70.47550600109108,6.835629107666505,3.7212577420119777,4.214378219230807,2.4607267975987974,4.0732937748887625,1510,2,8,3.825463966115625,6.289466288313319,78.56384629373919,18.85043803659204,2.4384332876726607,0.7785908635913024,1.865790947156626,0.2643326794689045,0.0,44.97951253311972,64.34622840590195
33,0,1.7,21.10127236463968,61.82598548905098,8.036233962760699,4.128787758655371,2.9749139494844887,1.9853844794209645,3.6627078918828513,9512,3,41,6.832938279649594,2.766361016942405,54.38885825808349,24.091894477783253,1.8547491699999266,1.4344653811276078,2.350413673795691,0.2538115437003926,3.0,74.3819772830004,82.21622955331719
33,0,1.7,20.93284235493585,60.89399743301698,8.070629343381484,3.7831223855533267,4.045244890813937,2.0684684990416717,5.006989615013568,10751,3,41,6.856308319225412,1.8146231992651987,60.27434388829211,24.946815010771022,2.36175608626647,1.3541832324512784,2.1018780339898306,0.0,0.0,70.75034235256174,82.8822422905357
33,0,1.7,20.736941766549723,60.62458995659796,7.296908643457347,3.706590950921802,5.0646235560141495,1.6137732256177908,3.561285768618144,10735,3,60,6.414216685587329,2.2527004172847875,67.73244440752407,29.186092933216777,1.7039428764715288,1.450944430811578,2.316600636409262,0.24347660744666189,0.0,74.46470814193583,79.50041676652008
33,0,1.7,20.9285478768076,60.48689000799284,8.092867955850503,3.888934556236197,4.235769261272569,2.3038147453459485,4.062171731067386,10141,3,45,7.000042196545707,2.111376786582861,67.53195409338646,23.70814020475953,2.6279504926791786,1.8146709804950485,2.2578769828834755,0.12369427903052325,0.0,79.76457181235546,86.05099690058856
33,0,1.7,21.144043021017485,59.30433121042065,8.370975392623272,4.090884067642873,3.444784657792761,1.8585425577650154,4.105486881742608,10021,3,44,6.9482558659670195,2.2992090487172456,66.22050009681975,28.41447591897947,1.2300024677206107,1.452629947098063,2.226476863205867,0.22959939896870996,0.0,67.97311287008567,86.31198193485643
33,0,1.7,21.518205064249255,59.47291087606709,8.345531205479276,3.9342949553754214,3.9693378270855764,1.6841304467888154,3.866217531057649,10520,3,48,7.866155802704972,2.8709647555910776,68.51269343143662,29.231803578503374,2.1316979476214897,1.6655976353594117,2.155514356969794,0.20665458158592048,0.0,78.95833573837942,80.28678550754054
33,0,1.7,21.234705102725297,60.54747915399587,8.468498837386928,4.150173797746252,4.910323078823401,2.219232407341593,3.3711838977387036,9973,3,39,6.740860078816863,3.004491373310689,70.10027048718158,21.903208714263762,1.6958847900678804,1.5065564185752522,2.017515977592831,0.13288597226034188,1.0,79.62124814442679,87.43504588889776
33,0,1.7,20.31261314742057,60.94349338322421,8.02881342929303,4.082778057074538,4.808104840825604,1.3810285169585772,3.763558629923558,10236,3,37,7.737974524026755,2.5473426450802634,71.77267188674723,22.287169015434618,2.2441291069898632,1.7136943111978078,2.2349317030205755,0.2234400892698696,1.0,71.54661894104247,84.40988527903859
33,0,1.7,20.954243240264294,61.006715091482796,8.399929698764119,3.788292783604318,3.9374954848402113,2.444436664297692,3.7025647084749744,9671,3,46,7.42219259524266,2.4045704222242636,75.63168472349591,26.57038194769958,2.2525460200670184,1.6108233002648187,2.549147965051913,0.17948383111339558,0.0,81.41701744606857,83.1692022761727
33,0,1.7,21.03236413330291,61.74764054788842,7.35909618357643,3.749670557178772,3.1993610314405734,1.7617591129923729,4.175854642406797,10210,3,46,6.293617058053817,1.475958625346942,65.43482868312306,22.58467189908499,2.1378157315149835,1.640390725244254,2.2207362148088023,0.2760133085375854,0.0,77.12025882240587,82.18130694852047
24,1,1.78,25.446116575850564,81.15742087732556,6.328211390166968,2.9212517655550854,6.2605836278660565,3.920248362425386,6.952983133068748,2832,1,0,3.3517638359626196,4.207125841022871,56.33107104121356,13.96520667953447,1.7248301699183222,0.44302318672348506,1.829668512291278,0.40892174967107925,3.0,39.72344826109544,60.41434355827759
24,1,1.78,25.52763799753023,80.33008142093803,5.7622398591205055,2.703892697486997,5.555933073133174,3.892594993577671,7.32143400775144,3188,1,0,4.196413734129959,4.383782424336986,78.79757670770562,15.606740047936821,0.9507282522457409,0.6856593983136969,1.7092498930786904,0.24660997616264452,0.0,37.382866893249776,56.71156176277967
24,1,1.78,25.44322669771908,81.26292960182599,6.1447687415715375,3.2641323311056336,5.8286069245678105,3.5569426549462806,7.426888966628793,2367,1,11,4.191688556591235,4.747544987918662,77.79020715237036,21.853037680378897,2.123094158716126,0.5138762270265558,1.8240285889975614,0.40762401574663853,0.0,41.33228149047302,54.896548608184574
24,1,1.78,25.594172463437268,80.33330495524048,5.364173002676412,2.5854033128017417,5.441307943505196,3.8623974145182003,6.882723365340495,3275,1,11,3.5189544418291865,4.9390833809803825,71.7433741091974,15.146908485879715,1.5555976948246146,0.6238342233950787,1.7491112274173977,0.40638515327343583,0.0,40.025356249449075,65.39069490638333
24,1,1.78,25.566923922787584,82.14657160528493,6.036608071269283,3.1161554190659593,5.971608402803654,3.9488777256507386,6.688207041309832,2672,1,1,4.332792618156715,5.234114801778364,77.93225125789785,15.141253799332924,1.6361896737926087,0.4382653888907175,1.9403320688197725,0.11685939157848763,0.0,32.03675201950401,49.01975667909118
24,1,1.78,25.909158668944173,81.71614798557735,5.712207906686084,2.6994993087918204,4.517735581079174,3.8369513476202095,7.968166004898961,2674,1,2,4.232540104750153,4.175616658802222,72.62141309841891,16.298432419047217,1.4741698044536855,0.6581612243380162,1.851696783935408,0.3668326018107997,0.0,43.59126163364219,61.515747790495965
24,1,1.78,25.208955144104575,80.28984347542836,6.5343137345280935,2.961731202660988,6.701910696033279,3.867239286432345,7.582018230508284,2553,1,6,4.782359010834952,4.655291809022331,67.47102323260033,14.654307375914938,1.6357001851929416,0.1868481855638971,1.8956206353976683,0.24612286823822566,2.0,30.422958780398112,51.853736899583325
24,1,1.78,24.994059554629768,80.33901642690884,6.099066360443577,2.964154674910049,5.873311215525993,3.952244538585982,7.0813552962479775,2097,1,9,4.331332985192742,4.95401517506244,79.4522675420101,16.88925400242598,2.1105219908193202,0.482581165789498,1.7539375172498135,0.2246472419642622,0.0,35.0221128495957,51.444810747076325
24,1,1.78,25.47879588550438,81.26743610279817,6.020456823420865,2.8468929445140576,6.450092282009981,4.2218238016902845,6.936140677031193,2239,1,8,4.093986793743052,4.22074909623398,74.45615795212476,16.786107436223144,1.2300915640536738,0.5379686785674886,1.5817766272113316,0.43361861000121704,2.0,38.98993066278814,56.45381735135629
24,1,1.78,24.77702341026004,80.07492187178774,5.882488431939148,2.785573395714628,6.357198241315329,4.599188959224398,6.52935411222828,2165,1,6,4.80555807424981,4.311050274984039,76.99228897845553,21.463896552439326,1.0044722555462198,0.24378615863083358,1.7364590090308742,0.24794115871445888,2.0,40.96663887928335,47.90015176143149
38,1,1.8,26.154623120870244,83.73796889011548,7.009778886776496,2.674482492712616,7.681692358448882,3.1623394832413596,6.3051705929347746,4179,2,2,5.269017219964126,3.58627677933024,91.8822088927061,13.72879669380282,1.133896644262919,0.2386802191385255,1.5076048024609217,0.47138201364823995,0.0,42.54409279442841,45.804715396084255
38,1,1.8,25.867804273529078,84.22568613917674,6.60756537907144,2.6760668131742773,8.235568146699965,2.839964295850583,5.835344671113516,4545,2,5,3.793609834535255,4.644374798004758,110.39462362085602,16.784192203652005,0.4189485878139444,0.33790320476081126,1.6570665575238996,0.3810076158977743,0.0,47.31824456990591,42.098029501144346
38,1,1.8,25.551678314054207,84.75935738535591,7.321073992778357,2.834392066487412,7.831337418965747,2.9573990356777435,6.246102706787425,3308,2,11,4.804768025268595,4.739130005182418,88.60661812956033,23.00366283335856,0.6688777906653978,0.5174518333605584,1.7479100395686842,0.31309527521352176,0.0,49.8500753473264,38.7048331828536
38,1,1.8,25.49241120524907,84.18594973881805,6.139030762082995,2.731531812267223,7.959206115157439,2.4883043351953447,5.353736664271729,4193,2,7,3.7176278290897162,4.313937614643254,92.17895804219391,15.858375527890548,0.6049509366825276,0.5671615792628675,1.7524025933840643,0.6382602282684073,1.0,46.55081256504806,39.33228827956574
38,1,1.8,26.24503276016024,84.70006816099853,7.000690003426078,2.6957354162725427,7.782296263528019,2.856269048726406,6.3163206884715954,4599,2,8,4.787613136103454,4.12563088954792,88.03390799989678,20.856160959419668,0.324466812814286,0.2346589906166211,1.5826375499057832,0.16796439876138552,0.0,41.339375536616295,39.195581381924676
38,1,1.8,26.33388976749808,84.00395147904744,6.087674511891539,2.788609091757294,8.524586810720674,2.7072123551655287,5.63577004643142,4223,2,9,5.323742345354737,3.9945412832818814,95.61330918471654,14.894765657878077,0.9963746047635198,0.35786199712736866,1.5176163613843803,0.24365220521313116,1.0,43.59619047112809,35.91087887341068
38,1,1.8,25.971146318923,85.10241508587944,5.587704861851231,2.5006722620193345,7.538556779052366,3.438353660016099,6.113034793167719,4307,2,4,4.440232062364737,4.179125486689085,90.46619464748358,19.64621645659238,0.9436987027214644,0.45562874529092545,1.7237178627357663,0.4777767389084926,2.0,38.52051202243292,31.010925778636576
38,1,1.8,26.30052361929545,85.15018007460955,6.091750792194665,2.428032918690874,8.0495174105036,3.279251467905159,6.7190378089737255,4207,2,8,4.5534346892075686,4.004580516668262,87.60588236891795,14.954796282813552,1.6146266952589858,0.7570336804144262,1.870407302533314,0.30791496021908726,2.0,47.55850563799161,41.77018249681621
38,1,1.8,26.374899580113134,84.70829691428902,6.796005694521734,2.9273812566744417,8.170395704001052,2.464916661085745,6.0334484309642225,3778,2,4,5.840908309650412,4.691598136354282,100.87376480236489,18.765640250567625,1.405187536285797,0.40241063612036515,1.730419591534667,0.2906528629538017,1.0,45.241543713697666,34.789391532662144
